,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,Load_Type
5000,6.08,5.4,0.0,0.0,74.77,100.0,0
5001,6.05,5.51,0.0,0.0,73.93,100.0,0
5002,5.98,5.44,0.0,0.0,73.97,100.0,0
5003,5.9,5.4,0.0,0.0,73.77,100.0,0
5004,6.01,5.47,0.0,0.0,73.96,100.0,0
5005,5.94,5.29,0.0,0.0,74.68,100.0,0
5006,5.9,5.4,0.0,0.0,73.77,100.0,0
5007,5.94,5.22,0.0,0.0,75.12,100.0,0
5008,5.4,5.4,0.0,0.0,70.71,100.0,0
5009,4.25,4.18,0.0,0.0,71.3,100.0,0
5010,3.96,3.67,0.0,0.0,73.35,100.0,0
5011,3.96,3.56,0.0,0.0,74.37,100.0,0
5012,4.0,3.49,0.0,0.0,75.35,100.0,0
5013,3.96,3.6,0.0,0.0,73.99,100.0,0
5014,4.0,3.49,0.0,0.0,75.35,100.0,0
5015,3.96,3.46,0.0,0.0,75.3,100.0,0
5016,3.92,3.49,0.0,0.0,74.69,100.0,0
5017,4.46,4.28,0.0,0.0,72.15,100.0,0
5018,5.0,4.82,0.0,0.0,71.99,100.0,0
5019,4.86,4.86,0.0,0.0,70.71,100.0,0
5020,4.39,4.18,0.0,0.0,72.42,100.0,0
5021,4.03,3.53,0.0,0.0,75.22,100.0,0
5022,7.16,5.11,0.0,0.0,81.4,100.0,0
5023,7.78,4.79,0.0,0.0,85.15,100.0,0
5024,44.78,34.63,0.0,0.02,79.11,100.0,0
5025,80.24,54.86,0.0,0.04,82.55,100.0,0
5026,103.39,73.76,0.0,0.05,81.41,100.0,0
5027,140.29,67.93,0.0,0.06,90.0,100.0,0
5028,91.4,33.55,0.0,0.04,93.88,100.0,2
5029,104.36,34.31,0.0,0.05,95.0,100.0,2
5030,112.97,38.74,0.0,0.05,94.59,100.0,2
5031,86.15,31.28,0.0,0.04,94.0,100.0,2
5032,123.3,51.34,0.0,0.06,92.32,100.0,1
5033,121.93,48.67,0.0,0.06,92.87,100.0,1
5034,89.1,29.52,0.0,0.04,94.93,100.0,1
5035,86.65,31.32,0.0,0.04,94.05,100.0,1
5036,104.54,52.16,0.0,0.05,89.48,100.0,1
5037,114.7,58.1,0.0,0.05,89.21,100.0,1
5038,84.46,51.16,0.0,0.04,85.53,100.0,1
5039,92.02,49.32,0.0,0.04,88.14,100.0,1
5040,18.86,8.32,18.25,0.01,91.49,71.86,2
5041,8.14,0.0,25.45,0.0,100.0,30.46,2
5042,8.57,0.0,24.8,0.0,100.0,32.66,2
5043,11.3,0.11,22.21,0.01,100.0,45.35,2
5044,89.86,28.69,0.58,0.04,95.26,100.0,2
5045,113.94,51.34,0.0,0.05,91.17,100.0,2
5046,69.37,23.33,0.0,0.03,94.78,100.0,2
5047,110.48,38.77,0.0,0.05,94.36,100.0,2
5048,109.4,41.0,0.0,0.05,93.64,100.0,2
5049,68.94,25.13,0.0,0.03,93.95,100.0,2
5050,118.19,44.32,0.0,0.05,93.63,100.0,2
5051,111.02,40.9,0.0,0.05,93.83,100.0,2
5052,64.3,21.56,0.0,0.03,94.81,100.0,2
5053,96.8,39.6,0.0,0.04,92.55,100.0,2
5054,108.14,36.68,0.0,0.05,94.7,100.0,2
5055,82.22,29.99,0.0,0.04,93.95,100.0,2
5056,97.16,44.5,0.0,0.04,90.92,100.0,2
5057,106.85,35.14,0.0,0.05,94.99,100.0,2
5058,102.82,37.66,0.0,0.05,93.9,100.0,2
5059,79.81,35.78,0.0,0.04,91.25,100.0,2
5060,110.27,47.66,0.0,0.05,91.79,100.0,1
5061,121.28,54.68,0.0,0.06,91.16,100.0,1
5062,83.2,16.27,0.11,0.04,98.14,100.0,1
5063,54.22,4.5,0.32,0.02,99.66,100.0,1
5064,76.54,34.45,0.04,0.04,91.19,100.0,1
5065,131.54,72.9,0.0,0.06,87.47,100.0,1
5066,109.62,45.65,0.0,0.05,92.32,100.0,1
5067,111.71,48.56,0.0,0.05,91.71,100.0,1
5068,130.86,56.52,0.0,0.06,91.8,100.0,1
5069,119.95,47.66,0.0,0.05,92.93,100.0,1
5070,99.47,40.03,0.0,0.05,92.77,100.0,1
5071,91.01,34.13,0.0,0.04,93.63,100.0,1
5072,107.93,31.86,0.0,0.05,95.91,100.0,2
5073,92.59,27.04,0.0,0.04,95.99,100.0,2
5074,107.14,31.1,0.0,0.05,96.04,100.0,2
5075,100.87,36.5,0.0,0.05,94.03,100.0,2
5076,113.51,36.43,0.0,0.05,95.22,100.0,2
5077,102.28,40.82,0.0,0.05,92.88,100.0,2
5078,57.67,16.74,0.0,0.03,96.04,100.0,2
5079,64.15,15.08,0.25,0.03,97.35,100.0,2
5080,93.89,34.24,0.0,0.04,93.95,100.0,1
5081,51.16,35.53,0.0,0.02,82.14,100.0,1
5082,90.22,50.94,0.0,0.04,87.08,100.0,1
5083,66.02,41.58,0.0,0.03,84.62,100.0,1
5084,48.38,31.54,0.0,0.02,83.77,100.0,0
5085,37.91,27.58,0.0,0.02,80.86,100.0,0
5086,47.2,42.91,0.0,0.02,73.99,100.0,0
5087,41.33,35.17,0.0,0.02,76.16,100.0,0
5088,41.36,36.68,0.0,0.02,74.82,100.0,0
5089,44.93,41.94,0.0,0.02,73.1,100.0,0
5090,39.17,34.49,0.0,0.02,75.05,100.0,0
5091,39.56,34.92,0.0,0.02,74.97,100.0,0
5092,29.09,24.37,0.0,0.01,76.66,100.0,0
5093,8.03,7.74,0.0,0.0,72.0,100.0,0
5094,6.44,7.34,0.0,0.0,65.95,100.0,0
5095,6.12,7.6,0.0,0.0,62.72,100.0,0
5096,6.01,7.09,0.0,0.0,64.66,100.0,0
5097,6.08,7.24,0.0,0.0,64.31,100.0,0
5098,6.12,7.24,0.0,0.0,64.56,100.0,0
5099,5.98,7.42,0.0,0.0,62.75,100.0,0
5100,5.94,7.24,0.0,0.0,63.43,100.0,0
5101,5.94,7.13,0.0,0.0,64.01,100.0,0
5102,6.01,7.16,0.0,0.0,64.29,100.0,0
5103,5.9,6.62,0.0,0.0,66.53,100.0,0
5104,5.9,6.7,0.0,0.0,66.09,100.0,0
5105,5.9,6.77,0.0,0.0,65.7,100.0,0
5106,5.9,6.8,0.0,0.0,65.54,100.0,0
5107,5.94,6.62,0.0,0.0,66.78,100.0,0
5108,4.86,6.55,0.0,0.0,59.59,100.0,0
5109,4.5,5.9,0.0,0.0,60.64,100.0,0
5110,4.03,4.72,0.0,0.0,64.93,100.0,0
5111,4.03,4.61,0.0,0.0,65.82,100.0,0
5112,4.07,4.61,0.0,0.0,66.18,100.0,0
5113,4.07,4.82,0.0,0.0,64.52,100.0,0
5114,4.03,4.86,0.0,0.0,63.83,100.0,0
5115,4.07,5.0,0.0,0.0,63.13,100.0,0
5116,4.07,4.68,0.0,0.0,65.62,100.0,0
5117,4.82,5.29,0.0,0.0,67.35,100.0,0
5118,8.03,6.88,0.0,0.0,75.94,100.0,0
5119,9.0,6.01,0.0,0.0,83.16,100.0,0
5120,37.26,26.39,0.0,0.02,81.61,100.0,0
5121,62.53,51.59,0.0,0.03,77.14,100.0,0
5122,61.31,55.98,0.0,0.03,73.85,100.0,0
5123,135.14,65.95,0.0,0.06,89.87,100.0,0
5124,106.16,45.76,0.0,0.05,91.83,100.0,2
5125,77.29,28.26,0.0,0.04,93.92,100.0,2
5126,123.34,52.24,0.0,0.06,92.08,100.0,2
5127,66.64,33.98,0.0,0.03,89.09,100.0,2
5128,85.36,52.88,0.0,0.04,85.01,100.0,1
5129,103.86,55.22,0.0,0.05,88.3,100.0,1
5130,73.62,30.78,0.0,0.03,92.26,100.0,1
5131,66.31,19.51,0.0,0.03,95.93,100.0,1
5132,68.08,50.51,0.0,0.03,80.31,100.0,1
5133,109.04,69.7,0.0,0.05,84.26,100.0,1
5134,109.22,69.16,0.0,0.05,84.49,100.0,1
5135,125.6,67.79,0.0,0.06,88.0,100.0,1
5136,43.02,17.28,14.0,0.02,92.79,95.09,2
5137,7.49,0.0,26.06,0.0,100.0,27.62,2
5138,7.88,0.0,25.45,0.0,100.0,29.58,2
5139,7.96,0.04,25.67,0.0,100.0,29.62,2
5140,72.76,31.0,1.94,0.03,92.0,99.96,2
5141,79.13,42.7,0.0,0.04,88.0,100.0,2
5142,91.3,45.83,0.0,0.04,89.37,100.0,2
5143,64.91,27.9,0.0,0.03,91.87,100.0,2
5144,138.06,57.13,0.0,0.06,92.4,100.0,2
5145,74.2,26.17,0.0,0.03,94.31,100.0,2
5146,79.02,27.61,0.0,0.04,94.4,100.0,2
5147,64.76,30.64,0.0,0.03,90.39,100.0,2
5148,64.76,34.24,0.0,0.03,88.4,100.0,2
5149,62.24,32.26,0.0,0.03,88.78,100.0,2
5150,66.53,35.21,0.0,0.03,88.39,100.0,2
5151,69.19,27.61,0.0,0.03,92.88,100.0,2
5152,58.79,21.13,0.0,0.03,94.11,100.0,2
5153,73.51,38.99,0.0,0.03,88.34,100.0,2
5154,66.38,31.36,0.0,0.03,90.42,100.0,2
5155,60.3,22.1,0.0,0.03,93.89,100.0,2
5156,58.1,25.88,0.0,0.03,91.35,100.0,1
5157,60.19,20.81,0.0,0.03,94.51,100.0,1
5158,52.27,13.86,0.43,0.02,96.66,100.0,1
5159,44.96,9.5,0.79,0.02,97.84,99.98,1
5160,57.89,38.7,0.11,0.03,83.13,100.0,1
5161,65.09,49.46,0.0,0.03,79.62,100.0,1
5162,62.64,30.2,0.0,0.03,90.08,100.0,1
5163,61.09,24.48,0.0,0.03,92.82,100.0,1
5164,51.34,9.76,0.0,0.02,98.24,100.0,1
5165,53.75,21.02,0.04,0.02,93.13,100.0,1
5166,48.06,6.66,0.07,0.02,99.05,100.0,1
5167,52.24,12.71,0.07,0.02,97.17,100.0,1
5168,50.58,8.32,0.07,0.02,98.67,100.0,2
5169,45.14,4.14,0.07,0.02,99.58,100.0,2
5170,45.97,2.09,2.88,0.02,99.9,99.8,2
5171,38.27,0.0,4.28,0.02,100.0,99.38,2
5172,37.51,0.04,4.36,0.02,100.0,99.33,2
5173,34.92,0.14,5.69,0.02,100.0,98.7,2
5174,35.32,0.11,5.0,0.02,100.0,99.01,2
5175,38.05,0.25,3.31,0.02,100.0,99.62,2
5176,72.79,19.04,0.83,0.03,96.75,99.99,1
5177,77.4,37.58,0.0,0.04,89.96,100.0,1
5178,79.27,37.76,0.0,0.04,90.28,100.0,1
5179,56.56,31.0,0.0,0.03,87.69,100.0,1
5180,89.57,40.93,0.0,0.04,90.95,100.0,0
5181,89.21,41.47,0.0,0.04,90.68,100.0,0
5182,80.89,38.34,0.0,0.04,90.36,100.0,0
5183,89.57,41.62,0.0,0.04,90.69,100.0,0
5184,70.45,36.0,0.0,0.03,89.05,100.0,0
5185,89.39,42.48,0.0,0.04,90.32,100.0,0
5186,82.3,40.1,0.0,0.04,89.9,100.0,0
5187,73.94,37.48,0.0,0.03,89.2,100.0,0
5188,61.2,31.28,0.0,0.03,89.04,100.0,0
5189,6.7,5.26,0.0,0.0,78.66,100.0,0
5190,6.23,5.04,0.0,0.0,77.74,100.0,0
5191,6.08,4.75,0.0,0.0,78.8,100.0,0
5192,5.98,4.72,0.0,0.0,78.49,100.0,0
5193,6.05,4.79,0.0,0.0,78.4,100.0,0
5194,6.01,4.61,0.0,0.0,79.35,100.0,0
5195,5.98,5.18,0.0,0.0,75.59,100.0,0
5196,5.94,4.97,0.0,0.0,76.69,100.0,0
5197,5.94,5.04,0.0,0.0,76.25,100.0,0
5198,6.01,5.04,0.0,0.0,76.62,100.0,0
5199,5.87,4.79,0.0,0.0,77.48,100.0,0
5200,5.94,4.9,0.0,0.0,77.14,100.0,0
5201,5.87,4.43,0.0,0.0,79.82,100.0,0
5202,5.94,4.5,0.0,0.0,79.71,100.0,0
5203,5.9,4.39,0.0,0.0,80.23,100.0,0
5204,5.87,4.36,0.0,0.0,80.28,100.0,0
5205,5.9,4.75,0.0,0.0,77.89,100.0,0
5206,5.87,4.43,0.0,0.0,79.82,100.0,0
5207,5.94,4.64,0.0,0.0,78.81,100.0,0
5208,5.62,4.72,0.0,0.0,76.58,100.0,0
5209,4.82,4.82,0.0,0.0,70.71,100.0,0
5210,4.79,4.93,0.0,0.0,69.68,100.0,0
5211,3.96,3.56,0.0,0.0,74.37,100.0,0
5212,4.0,3.31,0.0,0.0,77.04,100.0,0
5213,4.0,3.31,0.0,0.0,77.04,100.0,0
5214,5.47,4.82,0.0,0.0,75.03,100.0,0
5215,5.4,4.97,0.0,0.0,73.58,100.0,0
5216,35.64,22.07,0.0,0.02,85.02,100.0,0
5217,79.85,40.72,0.0,0.04,89.09,100.0,0
5218,45.11,29.77,0.0,0.02,83.46,100.0,0
5219,63.11,10.15,0.11,0.03,98.73,100.0,0
5220,88.38,12.67,0.04,0.04,98.99,100.0,2
5221,76.03,9.29,0.76,0.03,99.26,100.0,2
5222,51.3,4.03,2.23,0.02,99.69,99.91,2
5223,88.78,13.0,0.0,0.04,98.94,100.0,2
5224,76.21,9.76,0.68,0.03,99.19,100.0,1
5225,51.8,3.96,1.73,0.02,99.71,99.94,1
5226,88.6,12.64,0.0,0.04,99.0,100.0,1
5227,77.33,9.79,0.65,0.04,99.21,100.0,1
5228,56.02,20.02,0.18,0.03,94.17,100.0,1
5229,88.99,30.96,0.0,0.04,94.45,100.0,1
5230,71.68,25.88,0.0,0.03,94.06,100.0,1
5231,47.7,16.96,0.68,0.02,94.22,99.99,1
5232,6.19,0.0,20.7,0.0,100.0,28.65,2
5233,5.8,0.0,24.73,0.0,100.0,22.83,2
5234,4.25,0.0,17.53,0.0,100.0,23.56,2
5235,4.25,0.0,17.53,0.0,100.0,23.56,2
5236,24.84,0.72,9.94,0.01,99.96,92.84,2
5237,85.43,10.51,0.04,0.04,99.25,100.0,2
5238,77.29,8.57,0.72,0.04,99.39,100.0,2
5239,45.36,2.12,4.03,0.02,99.89,99.61,2
5240,84.31,9.94,0.0,0.04,99.31,100.0,2
5241,72.9,7.52,0.83,0.03,99.47,99.99,2
5242,57.24,4.14,2.74,0.03,99.74,99.89,2
5243,85.07,10.22,0.0,0.04,99.29,100.0,2
5244,38.63,0.68,4.14,0.02,99.98,99.43,2
5245,36.47,0.0,4.9,0.02,100.0,99.11,2
5246,54.76,4.1,3.1,0.03,99.72,99.84,2
5247,58.79,4.5,1.94,0.03,99.71,99.95,2
5248,70.99,6.88,0.68,0.03,99.53,100.0,2
5249,83.56,10.3,0.0,0.04,99.25,100.0,2
5250,77.33,6.01,0.07,0.04,99.7,100.0,2
5251,82.91,9.97,0.07,0.04,99.28,100.0,2
5252,67.68,6.26,1.44,0.03,99.57,99.98,1
5253,89.32,11.48,0.0,0.04,99.18,100.0,1
5254,71.32,7.42,1.26,0.03,99.46,99.98,1
5255,88.09,10.84,0.0,0.04,99.25,100.0,1
5256,70.42,20.56,0.0,0.03,95.99,100.0,1
5257,84.64,27.22,0.0,0.04,95.2,100.0,1
5258,76.72,11.95,0.83,0.04,98.81,99.99,1
5259,89.35,11.34,0.0,0.04,99.2,100.0,1
5260,69.88,6.3,1.26,0.03,99.6,99.98,1
5261,40.03,0.72,2.99,0.02,99.98,99.72,1
5262,90.58,13.64,0.0,0.04,98.89,100.0,1
5263,88.02,11.3,0.18,0.04,99.19,100.0,1
5264,79.31,8.75,0.65,0.04,99.4,100.0,2
5265,86.87,10.73,0.07,0.04,99.25,100.0,2
5266,66.67,7.31,1.22,0.03,99.4,99.98,2
5267,77.87,9.79,0.22,0.04,99.22,100.0,2
5268,89.14,12.71,0.11,0.04,99.0,100.0,2
5269,74.34,7.06,0.65,0.03,99.55,100.0,2
5270,93.31,14.18,0.0,0.04,98.86,100.0,2
5271,57.53,4.9,2.23,0.03,99.64,99.92,2
5272,88.88,25.81,0.14,0.04,96.03,100.0,1
5273,78.95,39.35,0.0,0.04,89.5,100.0,1
5274,91.19,43.96,0.0,0.04,90.08,100.0,1
5275,81.65,38.84,0.0,0.04,90.3,100.0,1
5276,81.54,40.46,0.0,0.04,89.58,100.0,0
5277,86.83,42.88,0.0,0.04,89.66,100.0,0
5278,70.13,38.16,0.0,0.03,87.84,100.0,0
5279,54.0,34.2,0.0,0.02,84.48,100.0,0
5280,67.18,37.19,0.0,0.03,87.49,100.0,0
5281,60.98,36.29,0.0,0.03,85.93,100.0,0
5282,34.74,27.94,0.0,0.02,77.92,100.0,0
5283,40.39,32.26,0.0,0.02,78.14,100.0,0
5284,13.46,10.62,0.0,0.01,78.51,100.0,0
5285,5.44,5.69,0.0,0.0,69.1,100.0,0
5286,5.87,5.87,0.0,0.0,70.71,100.0,0
5287,5.83,5.83,0.0,0.0,70.71,100.0,0
5288,5.9,6.23,0.0,0.0,68.76,100.0,0
5289,5.87,6.52,0.0,0.0,66.91,100.0,0
5290,5.87,6.41,0.0,0.0,67.54,100.0,0
5291,5.83,6.3,0.0,0.0,67.92,100.0,0
5292,5.87,5.9,0.0,0.0,70.53,100.0,0
5293,5.69,5.94,0.0,0.0,69.17,100.0,0
5294,4.32,5.11,0.0,0.0,64.56,100.0,0
5295,3.96,4.1,0.0,0.0,69.47,100.0,0
5296,3.96,4.36,0.0,0.0,67.23,100.0,0
5297,4.03,4.39,0.0,0.0,67.63,100.0,0
5298,3.96,4.46,0.0,0.0,66.39,100.0,0
5299,3.96,4.28,0.0,0.0,67.91,100.0,0
5300,3.92,3.96,0.0,0.0,70.35,100.0,0
5301,3.92,4.03,0.0,0.0,69.73,100.0,0
5302,4.03,4.07,0.0,0.0,70.36,100.0,0
5303,4.68,5.72,0.0,0.0,63.32,100.0,0
5304,4.18,4.72,0.0,0.0,66.3,100.0,0
5305,3.96,4.21,0.0,0.0,68.51,100.0,0
5306,4.46,5.22,0.0,0.0,64.96,100.0,0
5307,4.54,5.65,0.0,0.0,62.64,100.0,0
5308,3.89,4.25,0.0,0.0,67.52,100.0,0
5309,3.85,3.92,0.0,0.0,70.07,100.0,0
5310,3.85,4.14,0.0,0.0,68.1,100.0,0
5311,3.96,4.1,0.0,0.0,69.47,100.0,0
5312,3.89,4.25,0.0,0.0,67.52,100.0,0
5313,4.5,5.83,0.0,0.0,61.1,100.0,0
5314,4.43,5.58,0.22,0.0,62.18,99.88,0
5315,4.14,0.0,12.92,0.0,100.0,30.52,0
5316,4.32,0.0,16.7,0.0,100.0,25.04,0
5317,4.28,0.0,16.6,0.0,100.0,24.97,0
5318,4.28,0.0,16.52,0.0,100.0,25.08,0
5319,4.97,0.0,23.47,0.0,100.0,20.72,0
5320,4.54,0.0,18.76,0.0,100.0,23.52,0
5321,4.32,0.0,16.52,0.0,100.0,25.3,0
5322,4.25,0.0,16.63,0.0,100.0,24.76,0
5323,4.28,0.0,16.52,0.0,100.0,25.08,0
5324,4.14,0.0,5.18,0.0,100.0,62.43,0
5325,4.68,0.0,6.34,0.0,100.0,59.39,0
5326,4.72,0.0,6.26,0.0,100.0,60.2,0
5327,4.14,0.0,4.18,0.0,100.0,70.37,0
5328,4.28,0.0,12.56,0.0,100.0,32.26,0
5329,4.28,0.0,16.34,0.0,100.0,25.34,0
5330,4.32,0.0,16.31,0.0,100.0,25.6,0
5331,4.5,0.0,17.53,0.0,100.0,24.86,0
5332,5.18,0.0,25.16,0.0,100.0,20.17,0
5333,4.39,0.0,17.71,0.0,100.0,24.06,0
5334,4.21,0.0,16.81,0.0,100.0,24.29,0
5335,4.21,0.0,16.78,0.0,100.0,24.34,0
5336,4.25,0.0,16.78,0.0,100.0,24.55,0
5337,4.68,0.0,22.03,0.0,100.0,20.78,0
5338,5.0,0.0,25.74,0.0,100.0,19.07,0
5339,4.25,0.0,17.39,0.0,100.0,23.74,0
5340,4.21,0.0,16.74,0.0,100.0,24.39,0
5341,4.25,0.0,16.88,0.0,100.0,24.42,0
5342,4.18,0.0,16.74,0.0,100.0,24.23,0
5343,4.18,0.0,16.78,0.0,100.0,24.17,0
5344,4.21,0.0,16.74,0.0,100.0,24.39,0
5345,4.21,0.0,16.74,0.0,100.0,24.39,0
5346,4.61,0.0,19.91,0.0,100.0,22.56,0
5347,4.9,0.0,22.82,0.0,100.0,20.99,0
5348,4.32,0.0,16.27,0.0,100.0,25.66,0
5349,4.64,0.0,21.78,0.0,100.0,20.84,0
5350,4.97,0.0,25.99,0.0,100.0,18.78,0
5351,4.28,0.0,18.36,0.0,100.0,22.7,0
5352,3.96,0.0,6.19,0.0,100.0,53.89,0
5353,3.96,0.0,5.51,0.0,100.0,58.36,0
5354,4.07,0.0,14.76,0.0,100.0,26.58,0
5355,4.1,0.0,17.5,0.0,100.0,22.81,0
5356,4.18,0.0,17.5,0.0,100.0,23.23,0
5357,4.07,0.0,17.53,0.0,100.0,22.62,0
5358,4.1,0.0,17.64,0.0,100.0,22.64,0
5359,5.08,0.0,26.53,0.0,100.0,18.81,0
5360,4.21,0.0,18.83,0.0,100.0,21.82,0
5361,4.72,0.0,23.22,0.0,100.0,19.92,0
5362,4.93,0.0,26.71,0.0,100.0,18.15,0
5363,4.25,0.0,19.26,0.0,100.0,21.55,0
5364,4.1,0.0,17.46,0.0,100.0,22.86,0
5365,4.1,0.0,17.5,0.0,100.0,22.81,0
5366,4.14,0.0,17.5,0.0,100.0,23.02,0
5367,4.1,0.0,17.57,0.0,100.0,22.72,0
5368,3.96,1.3,9.94,0.0,95.01,37.01,0
5369,3.82,3.42,0.0,0.0,74.5,100.0,0
5370,4.0,3.67,0.0,0.0,73.68,100.0,0
5371,4.75,4.75,0.0,0.0,70.71,100.0,0
5372,4.07,3.6,0.0,0.0,74.9,100.0,0
5373,4.39,4.1,0.0,0.0,73.08,100.0,0
5374,4.57,4.25,0.0,0.0,73.23,100.0,0
5375,3.85,3.17,0.0,0.0,77.2,100.0,0
5376,3.85,3.13,0.0,0.0,77.59,100.0,0
5377,3.82,3.31,0.0,0.0,75.58,100.0,0
5378,3.78,3.2,0.0,0.0,76.32,100.0,0
5379,3.85,3.46,0.0,0.0,74.38,100.0,0
5380,3.85,3.56,0.0,0.0,73.42,100.0,0
5381,3.89,3.67,0.0,0.0,72.74,100.0,0
5382,3.89,3.53,0.0,0.0,74.05,100.0,0
5383,3.85,3.49,0.0,0.0,74.09,100.0,0
5384,3.85,3.49,0.0,0.0,74.09,100.0,0
5385,5.54,4.72,0.0,0.0,76.12,100.0,0
5386,4.75,4.75,0.0,0.0,70.71,100.0,0
5387,3.85,3.28,0.0,0.0,76.12,100.0,0
5388,3.82,3.24,0.0,0.0,76.26,100.0,0
5389,3.82,3.24,0.0,0.0,76.26,100.0,0
5390,3.82,3.24,0.0,0.0,76.26,100.0,0
5391,3.82,3.2,0.0,0.0,76.66,100.0,0
5392,3.85,3.28,0.0,0.0,76.12,100.0,0
5393,3.82,3.28,0.0,0.0,75.87,100.0,0
5394,3.85,3.38,0.0,0.0,75.15,100.0,0
5395,4.03,3.53,0.0,0.0,75.22,100.0,0
5396,4.97,4.57,0.0,0.0,73.61,100.0,0
5397,5.29,4.39,0.0,0.0,76.95,100.0,0
5398,4.32,4.0,0.0,0.0,73.38,100.0,0
5399,3.78,3.1,0.0,0.0,77.32,100.0,0
5400,3.78,3.02,0.0,0.0,78.13,100.0,0
5401,3.85,3.02,0.0,0.0,78.68,100.0,0
5402,3.92,3.1,0.0,0.0,78.44,100.0,0
5403,3.82,3.17,0.0,0.0,76.95,100.0,0
5404,3.78,3.06,0.0,0.0,77.72,100.0,0
5405,4.82,3.82,0.0,0.0,78.37,100.0,0
5406,6.84,4.46,0.0,0.0,83.77,100.0,0
5407,7.31,4.64,0.0,0.0,84.43,100.0,0
5408,26.82,19.19,0.0,0.01,81.33,100.0,0
5409,56.81,40.86,0.0,0.03,81.18,100.0,0
5410,67.18,47.3,0.0,0.03,81.77,100.0,0
5411,55.58,14.94,0.0,0.03,96.57,100.0,0
5412,56.23,10.91,0.0,0.03,98.17,100.0,2
5413,60.08,11.99,0.0,0.03,98.07,100.0,2
5414,63.11,18.04,0.0,0.03,96.15,100.0,2
5415,53.35,9.97,0.0,0.02,98.3,100.0,2
5416,100.55,34.13,0.0,0.05,94.69,100.0,1
5417,67.28,16.7,0.0,0.03,97.05,100.0,1
5418,66.6,21.46,0.0,0.03,95.18,100.0,1
5419,103.82,26.68,0.0,0.05,96.85,100.0,1
5420,82.76,39.46,0.0,0.04,90.26,100.0,1
5421,59.83,31.72,0.0,0.03,88.35,100.0,1
5422,60.62,33.91,0.0,0.03,87.27,100.0,1
5423,64.62,39.46,0.0,0.03,85.35,100.0,1
5424,10.22,1.15,20.41,0.0,99.37,44.77,2
5425,6.16,0.0,27.11,0.0,100.0,22.16,2
5426,6.88,0.0,26.64,0.0,100.0,25.01,2
5427,6.66,0.0,26.75,0.0,100.0,24.16,2
5428,39.49,12.28,10.62,0.02,95.49,96.57,2
5429,59.4,18.58,0.0,0.03,95.44,100.0,2
5430,50.8,8.42,0.0,0.02,98.65,100.0,2
5431,57.53,9.29,0.0,0.03,98.72,100.0,2
5432,52.02,10.22,0.04,0.02,98.12,100.0,2
5433,58.82,18.79,0.0,0.03,95.26,100.0,2
5434,46.15,8.86,0.0,0.02,98.21,100.0,2
5435,46.55,10.15,0.0,0.02,97.7,100.0,2
5436,47.38,9.32,0.0,0.02,98.12,100.0,2
5437,57.78,14.47,0.0,0.03,97.0,100.0,2
5438,53.42,13.46,0.07,0.02,96.97,100.0,2
5439,50.87,10.62,0.36,0.02,97.89,100.0,2
5440,44.1,5.26,2.09,0.02,99.3,99.89,2
5441,34.09,0.07,7.56,0.02,100.0,97.63,2
5442,35.57,0.0,7.49,0.02,100.0,97.85,2
5443,36.0,0.0,7.49,0.02,100.0,97.9,2
5444,44.17,3.85,2.27,0.02,99.62,99.87,1
5445,56.09,15.44,0.43,0.03,96.41,100.0,1
5446,34.7,0.22,8.46,0.02,100.0,97.15,1
5447,32.69,0.0,10.8,0.01,100.0,94.95,1
5448,45.5,19.4,0.68,0.02,91.99,99.99,1
5449,62.96,37.73,0.0,0.03,85.78,100.0,1
5450,65.56,26.46,0.0,0.03,92.73,100.0,1
5451,62.35,21.2,0.0,0.03,94.68,100.0,1
5452,63.36,23.0,0.0,0.03,94.0,100.0,1
5453,60.73,21.2,0.0,0.03,94.41,100.0,1
5454,60.48,21.49,0.0,0.03,94.23,100.0,1
5455,62.03,22.54,0.0,0.03,93.99,100.0,1
5456,61.56,22.39,0.0,0.03,93.98,100.0,2
5457,61.38,21.31,0.0,0.03,94.47,100.0,2
5458,65.05,22.36,0.0,0.03,94.57,100.0,2
5459,40.54,6.08,3.1,0.02,98.89,99.71,2
5460,8.39,0.0,25.38,0.0,100.0,31.39,2
5461,6.52,0.0,26.57,0.0,100.0,23.83,2
5462,6.26,0.0,26.6,0.0,100.0,22.91,2
5463,6.19,0.0,26.68,0.0,100.0,22.6,2
5464,6.01,1.73,15.48,0.0,96.1,36.19,1
5465,5.76,4.86,0.0,0.0,76.43,100.0,1
5466,5.76,4.75,0.0,0.0,77.15,100.0,1
5467,5.76,4.86,0.0,0.0,76.43,100.0,1
5468,5.72,4.54,0.0,0.0,78.33,100.0,0
5469,5.72,4.57,0.0,0.0,78.13,100.0,0
5470,5.76,4.68,0.0,0.0,77.61,100.0,0
5471,5.72,4.79,0.0,0.0,76.67,100.0,0
5472,5.76,4.72,0.0,0.0,77.35,100.0,0
5473,5.8,4.93,0.0,0.0,76.19,100.0,0
5474,5.72,4.79,0.0,0.0,76.67,100.0,0
5475,5.72,4.68,0.0,0.0,77.4,100.0,0
5476,5.72,4.68,0.0,0.0,77.4,100.0,0
5477,5.8,4.75,0.0,0.0,77.37,100.0,0
5478,4.72,4.79,0.0,0.0,70.19,100.0,0
